nombreOriginal;OBJECTID;ID_EJE;ID_GRUPO;ID_TIPO;TX_CAPA;NU_DIRECCI;NU_DOBLE_S;TX_NOMBRE;TX_NOMBRE_;Shape_Leng
Calle de Carretas;148;145;125;1;CICLOCALLES;1;0;Calle de Carretas;CARRETAS;248,18882274100
Paseo de San Illßn;149;146;126;1;CICLOCALLES;-1;0;Paseo de San Illßn;SAN ILLAN;602,16645694300
Calle de Garcilaso;150;147;127;1;CICLOCALLES;-1;0;Calle de Garcilaso;GARCILASO;55,81323441660
Calle de la Batalla del Salado;152;149;128;1;CICLOCALLES;1;0;Calle de la Batalla del Salado;BATALLA DE SALADO;862,85798238700
Calle de Amparo Usera;153;150;129;1;CICLOCALLES;-1;0;Calle de Amparo Usera;AMPARO USERA;439,82063096800
Calle del Cristo de la Victoria;154;151;130;1;CICLOCALLES;1;0;Calle del Cristo de la Victoria;CRISTO DE LA VICTORIA;485,38092193500
Calle de Enrique Fuentes;155;152;131;1;CICLOCALLES;1;0;Calle de Enrique Fuentes;ENRIQUE FUENTES;85,91557736610
Calle de Moratines;156;153;132;1;CICLOCALLES;0;1;Calle de Moratines;MORATINES;358,20950038700
Calle del Amor Hermoso;157;154;133;1;CICLOCALLES;1;0;Calle del Amor Hermoso;AMOR HERMOSO;740,57226579400
Calle del Cristo de la Victoria;158;155;133;1;CICLOCALLES;1;0;Calle del Cristo de la Victoria;CRISTO DE LA VICTORIA;76,94025822750
Calle de Jer¾nimo de la Quintana;159;156;134;1;CICLOCALLES;1;0;Calle de Jer¾nimo de la Quintana;JERONIMA QUINTANA;151,59320037500
Calle de RodrÝguez San Pedro;160;157;134;1;CICLOCALLES;1;0;Calle de RodrÝguez San Pedro;RODRIGUEZ SAN PEDRO;1002,49873732000
Calle del General Lacy;161;158;135;1;CICLOCALLES;1;0;Calle del General Lacy;GENERAL LACY;484,68646305800
Paseo del Quince de Mayo;162;159;136;2;PEATONAL;0;0;Paseo del Quince de Mayo;QUINCE DE MAYO;183,76950519300
Calle de Manuel Noya;163;160;137;1;CICLOCALLES;-1;0;Calle de Manuel Noya;MANUEL NOYA;117,89765969600
Calle de Marcelo Usera;164;161;137;1;CICLOCALLES;-1;0;Calle de Marcelo Usera;MARCELO USERA;419,86979116400
Calle de la Marquesa de Silvela;165;162;137;1;CICLOCALLES;-1;0;Calle de la Marquesa de Silvela;MARQUESA DE SILVELA;321,82881259600
Paseo de Santa MarÝa de la Cabeza;166;163;137;1;CICLOCALLES;-1;0;Paseo de Santa MarÝa de la Cabeza;SANTA MARIA DE LA CABEZA;109,66179320800
Calle del Arroyo Opa±el;167;164;138;1;CICLOCALLES;1;0;Calle del Arroyo Opa±el;ARROYO DE OPAÐEL;453,42721778500
Calle de Eusebio Morßn;168;165;140;1;CICLOCALLES;-1;0;Calle de Eusebio Morßn;EUSEBIO MORAN;49,14962356350
Calle VÝa Lusitana;169;166;141;1;CICLOCALLES;-1;0;Calle VÝa Lusitana;VIA LUSITANA;202,92262942800
Calle de Mercedes Arteaga;170;167;142;1;CICLOCALLES;0;1;Calle de Mercedes Arteaga;MERCEDES ARTEAGA;316,59927248900
Plaza de Fernßndez Ladreda;171;168;143;2;PEATONAL;0;0;Plaza de Fernßndez Ladreda;FERNANDEZ LADREDA;183,76508242600
Calle VÝa Lusitana;172;169;143;2;PEATONAL;0;0;Calle VÝa Lusitana;VIA LUSITANA;168,18668964200
Calle de Fernando Gonzßlez;173;170;144;1;CICLOCALLES;1;0;Calle de Fernando Gonzßlez;FERNANDO GONZALEZ;200,94065517800
Calle de Josefa Fernßndez Buterga;174;171;144;1;CICLOCALLES;1;0;Calle de Josefa Fernßndez Buterga;JOSEFA FERNANDEZ BUTERGA;147,28508654900
Calle del Radio;175;172;144;1;CICLOCALLES;1;0;Calle del Radio;RADIO;304,93863853800
Calle del Camino Viejo de LeganÚs;176;173;145;1;CICLOCALLES;1;0;Calle del Camino Viejo de LeganÚs;CAMINO VIEJO DE LEGANES;815,98621688900
Calle de Alejandro Gonzßlez;177;174;146;1;CICLOCALLES;1;0;Calle de Alejandro Gonzßlez;ALEJANDRO SANCHEZ;323,20417640500
Calle del Gorri¾n;178;175;147;1;CICLOCALLES;-1;0;Calle del Gorri¾n;GORRION;235,46296449000
Calle del AlfÚrez Juan Usera;179;176;148;1;CICLOCALLES;1;0;Calle del AlfÚrez Juan Usera;ALFEREZ JUAN USERA;44,61351668370
Calle de Zaida;180;177;149;1;CICLOCALLES;0;1;Calle de Zaida;ZAIDA;611,49403280500
Calle del Valle de Oro;181;178;150;1;CICLOCALLES;1;0;Calle del Valle de Oro;VALLE DE ORO;774,05353120400
Calle de la VÝa;182;179;150;1;CICLOCALLES;-1;0;Calle de la VÝa;VIA;463,34727143800
Calle de Nicolßs Morales;183;180;152;1;CICLOCALLES;-1;0;Calle de Nicolßs Morales;NICOLAS MORALES;242,68743496100
Calle de la T¾rtola;184;181;152;1;CICLOCALLES;-1;0;Calle de la T¾rtola;TORTOLA;110,19354410600
Calle de Matilde Hernßndez;185;182;153;1;CICLOCALLES;-1;0;Calle de Matilde Hernßndez;MATILDE HERNANDEZ;385,28924812400
Calle de la Gaviota;186;183;154;1;CICLOCALLES;-1;0;Calle de la Gaviota;GAVIOTA;199,10218242700
Calle de Zaida;187;184;155;1;CICLOCALLES;0;1;Calle de Zaida;ZAIDA;278,52667972600
Calle de Carlos Dabßn;188;185;156;1;CICLOCALLES;1;0;Calle de Carlos Dabßn;CARLOS DABAN;169,68208248100
Calle de Carlos Dabßn;189;186;157;1;CICLOCALLES;0;1;Calle de Carlos Dabßn;CARLOS DABAN;101,14101899600
Calle del Arroyo Valdecelada;190;187;158;1;CICLOCALLES;1;0;Calle del Arroyo Valdecelada;ARROYO VALDECELADA;165,05001084900
Calle de Carlos Dabßn;191;188;158;1;CICLOCALLES;1;0;Calle de Carlos Dabßn;CARLOS DABAN;71,30120898330
Calle de Zaida;192;189;159;1;CICLOCALLES;0;1;Calle de Zaida;ZAIDA;30,74324343550
Calle de Portalegre;193;190;164;1;CICLOCALLES;0;1;Calle de Portalegre;PORTALEGRE;114,08545243400
Calle de Portalegre;194;191;165;1;CICLOCALLES;-1;0;Calle de Portalegre;PORTALEGRE;269,91344945300
Calle del Comandante Fontanes;195;192;167;1;CICLOCALLES;-1;0;Calle del Comandante Fontanes;COMANDANTE FONTANES;405,37429935500
Calle de Sallaberry;196;193;167;1;CICLOCALLES;-1;0;Calle de Sallaberry;SALLABERRY;47,70378284120
;197;194;168;2;PEATONAL;0;0;;;76,35308517700
Calle de San Pompeyo;198;195;169;2;PEATONAL;0;0;Calle de San Pompeyo;SAN POMPEYO;33,57534461510
Plaza de Fernßndez Ladreda;199;196;170;2;PEATONAL;0;0;Plaza de Fernßndez Ladreda;FERNANDEZ LADREDA;49,75726282650
Manzanares;200;197;172;2;PEATONAL;0;0;Manzanares;MANZANARES;336,72257425400
Calle de la Inmaculada Concepci¾n;201;198;173;1;CICLOCALLES;1;0;Calle de la Inmaculada Concepci¾n;INMACULADA CONCEPCION;699,74774325300
Calle de Manuel Noya;202;199;174;1;CICLOCALLES;0;1;Calle de Manuel Noya;MANUEL NOYA;130,92656557100
Calle de Tomßs Meabe;203;200;175;1;CICLOCALLES;1;0;Calle de Tomßs Meabe;TOMAS MEABE;304,58236004300
Calle de Salasierra;204;201;177;1;CICLOCALLES;1;0;Calle de Salasierra;SALASIERRA;155,06134531300
Calle de Antonio de Leyva;205;202;178;1;CICLOCALLES;1;0;Calle de Antonio de Leyva;ANTONIO DE LEYVA;60,97841906360
Calle de Baleares;206;203;180;1;CICLOCALLES;1;0;Calle de Baleares;BALEARES;554,43549124200
Calle de Manuel Noya;207;204;182;1;CICLOCALLES;0;1;Calle de Manuel Noya;MANUEL NOYA;53,61046386800
Calle de Sorbe;208;205;183;1;CICLOCALLES;1;0;Calle de Sorbe;SORBE;51,15222764110
Calle de Antonio de Leyva;209;206;184;1;CICLOCALLES;1;0;Calle de Antonio de Leyva;ANTONIO LEYVA;24,27170793800
Glorieta del MarquÚs de Vadillo;210;207;185;2;PEATONAL;0;0;Glorieta del MarquÚs de Vadillo;MARQUES DE VADILLO;314,74560240100
Calle de Julißn Gonzßlez;211;208;186;1;CICLOCALLES;1;0;Calle de Julißn Gonzßlez;JULIAN GONZALEZ;63,75740204380
Calle del General Ricardos;212;209;187;1;CICLOCALLES;1;0;Calle del General Ricardos;GENERAL RICARDOS;42,21714206630
Calle del General Ricardos;213;210;189;2;PEATONAL;0;0;Calle del General Ricardos;GENERAL RICARDOS;44,30803886220
Manzanares;214;211;190;2;PEATONAL;0;0;Manzanares;MANZANARES;92,53038342630
Avenida de la Emperatriz Isabel;215;212;191;1;CICLOCALLES;1;0;Avenida de la Emperatriz Isabel;EMPERATRIZ ISABEL;247,60423874500
Paseo del Quince de Mayo;216;213;192;1;CICLOCALLES;1;0;Paseo del Quince de Mayo;QUINCE DE MAYO;259,58161744200
Paseo de San Illßn;217;214;193;2;PEATONAL;0;0;Paseo de San Illßn;SAN ILLAN;126,07494173400
Calle de San Marcos;218;215;194;1;CICLOCALLES;1;0;Calle de San Marcos;SAN MARCOS;115,62224565700
Calle de la Libertad;219;216;195;1;CICLOCALLES;1;0;Calle de la Libertad;LIBERTAD;180,73025241600
Calle de Luis de G¾ngora;220;217;195;1;CICLOCALLES;1;0;Calle de Luis de G¾ngora;LUIS DE GONGORA;112,51552424000
Calle de Jacinto Verdaguer;221;218;196;1;CICLOCALLES;0;1;Calle de Jacinto Verdaguer;JACINTO VERDAGUER;221,71258111700
Calle de Toledo;222;219;198;2;PEATONAL;0;0;Calle de Toledo;TOLEDO;320,47158417000
Paseo de Santa MarÝa de la Cabeza;223;220;199;2;PEATONAL;0;0;Paseo de Santa MarÝa de la Cabeza;SANTA MARIA DE LA CABEZA;174,20514018800
Calle de Juan Espa±ol;224;221;200;1;CICLOCALLES;-1;0;Calle de Juan Espa±ol;JUAN ESPAÐOL;446,52241299600
Manzanares;225;222;201;2;PEATONAL;0;0;Manzanares;MANZANARES;89,33782036100
Parque del Oeste;229;226;204;2;PEATONAL;0;0;Parque del Oeste;PARQUE DEL OESTE;374,99290264900
Paseo del Pintor Rosales;230;227;204;2;PEATONAL;0;0;Paseo del Pintor Rosales;PINTOR ROSALES;172,97383623100
Manzanares;231;228;205;2;PEATONAL;0;0;Manzanares;MADRID RIO;181,94126882800
Plaza de Oriente;232;229;206;2;PEATONAL;0;0;Plaza de Oriente;ORIENTE;169,17184942300
Paseo del Rey;233;230;207;1;CICLOCALLES;1;0;Paseo del Rey;REY;592,90479268400
Calle de los Chulapos;234;231;208;1;CICLOCALLES;1;0;Calle de los Chulapos;CHULAPOS;138,47276417700
Paseo de la Puerta del ?ngel;235;232;209;1;CICLOCALLES;1;0;Paseo de la Puerta del ?ngel;PUERTA DEL ANGEL;216,64590600100
Calle de Altamirano;236;233;210;1;CICLOCALLES;1;0;Calle de Altamirano;ALTAMIRANO;549,71081687700
Calle de Ruy Gonzßlez de Clavijo;237;234;211;1;CICLOCALLES;-1;0;Calle de Ruy Gonzßlez de Clavijo;RUY GONZALEZ DE CLAVIJO;154,43014684600
Calle de la Rosaleda;238;235;212;1;CICLOCALLES;-1;0;Calle de la Rosaleda;ROSALEDA;639,68712167300
Calle del Buen Suceso;239;236;213;1;CICLOCALLES;1;0;Calle del Buen Suceso;BUEN SUCESO;442,90794430900
Calle de Trujillos;240;237;214;1;CICLOCALLES;1;0;Calle de Trujillos;TRUJILLOS;135,16763465800
Calle de Santa ?rsula;241;238;215;1;CICLOCALLES;-1;0;Calle de Santa ?rsula;SANTA URSULA;180,85481667600
Calle de Caramuel;242;239;216;1;CICLOCALLES;0;1;Calle de Caramuel;CARAMUEL;636,39502444700
Calle de Antonio Zamora;243;240;217;1;CICLOCALLES;-1;0;Calle de Antonio Zamora;ANTONIO ZAMORA;483,17636743100
Calle de Caramuel;244;241;218;1;CICLOCALLES;0;1;Calle de Caramuel;CARAMUEL;170,14475153500
Paseo de la Puerta del ?ngel;245;242;219;1;CICLOCALLES;0;1;Paseo de la Puerta del ?ngel;PUERTA DEL ANGEL;312,42890065200
Calle de Fruela;246;243;220;1;CICLOCALLES;-1;0;Calle de Fruela;FRUELA;145,46000837400
Paseo de la Puerta del ?ngel;247;244;221;1;CICLOCALLES;0;1;Paseo de la Puerta del ?ngel;PUERTA DEL ANGEL;209,77370397200
Manzanares;248;245;222;2;PEATONAL;0;0;Manzanares;MANZANARES;19,99536493690
Puente de Segovia;249;246;223;2;PEATONAL;0;0;Puente de Segovia;PUENTE DE SEGOVIA;107,13140307800
Puente de Segovia;250;247;224;2;PEATONAL;0;0;Puente de Segovia;PUENTE DE SEGOVIA;109,53496243900
Avenida de Portugal;251;248;225;2;PEATONAL;0;0;Avenida de Portugal;PORTUGAL;49,65732663590
Calle de San Pol de Mar;252;249;227;1;CICLOCALLES;-1;0;Calle de San Pol de Mar;SAN POL DEL MAR;145,94851606700
Calle de Francisco y Jacinto Alcßntara;253;250;228;2;PEATONAL;0;0;Calle de Francisco y Jacinto Alcßntara;FRANCISCO Y JACINTO DE ALCANTARA;214,49690469600
Glorieta de San Antonio de la Florida;254;251;228;2;PEATONAL;0;0;Glorieta de San Antonio de la Florida;SAN ANTONIO DE LA FLORIDA;121,99156455600
Calle de Francisco y Jacinto Alcßntara;255;252;229;1;CICLOCALLES;-1;0;Calle de Francisco y Jacinto Alcßntara;FRANCISCO Y JACINTO DE ALCANTARA;222,14005858900
Casa de Campo;256;253;230;1;CICLOCALLES;-1;0;Casa de Campo;CASA DE CAMPO;194,33488997600
Calle de Santa Pola;257;254;232;1;CICLOCALLES;1;0;Calle de Santa Pola;SANTA POLA;139,19498170700
Calle de Santa Fe;258;255;233;1;CICLOCALLES;0;1;Calle de Santa Fe;SANTAFE;91,33679031150
Calle de Santa Pola;259;256;234;2;PEATONAL;0;0;Calle de Santa Pola;SANTA POLA;39,89977909830
Manzanares;260;257;235;2;PEATONAL;0;0;Manzanares;MANZANARES;83,00181563980
Glorieta de San Antonio de la Florida;261;258;236;1;CICLOCALLES;0;1;Glorieta de San Antonio de la Florida;SAN ANTONIO DE LA FLORIDA;161,84598072000
Manzanares;262;259;238;2;PEATONAL;0;0;Manzanares;MANZANARES;50,71179244330
Paseo del Pintor Rosales;263;260;239;2;PEATONAL;0;0;Paseo del Pintor Rosales;PINTOR ROSALES;191,47311256400
Calle de Francisco y Jacinto Alcßntara;264;261;240;1;CICLOCALLES;0;1;Calle de Francisco y Jacinto Alcßntara;FRANCISCO Y JACINTO DE ALCANTARA;208,79048141300
Calle de San Isidro de Sevilla;267;264;243;1;CICLOCALLES;1;0;Calle de San Isidro de Sevilla;SAN ISIDORO DE SEVILLA;158,79865657700
Calle de Santa Casilda;268;265;243;1;CICLOCALLES;1;0;Calle de Santa Casilda;SANTA CASILDA;185,83370070700
Calle de Bercial;269;266;244;2;PEATONAL;0;0;Calle de Bercial;BERCIAL;26,77588677330
Calle de San Dßmaso;270;267;245;1;CICLOCALLES;-1;0;Calle de San Dßmaso;SAN DAMASO;153,83291662800
Ronda de Toledo;274;271;249;2;PEATONAL;0;0;Ronda de Toledo;TOLEDO;87,00974217370
Calle de los Tintoreros;275;272;250;1;CICLOCALLES;0;1;Calle de los Tintoreros;TINTOREROS;32,71258069030
Plaza del Comandante las Morenas;276;273;252;1;CICLOCALLES;1;0;Plaza del Comandante las Morenas;COMANDANTE LAS MORENAS;48,28976945470
Plaza de Puerta Cerrada;277;274;253;1;CICLOCALLES;1;0;Plaza de Puerta Cerrada;PUERTA CERRADA;45,54831100110
Calle de San QuintÝn;278;275;254;1;CICLOCALLES;-1;0;Calle de San QuintÝn;SAN QUINTIN;30,82619251120
Calle del Roble;279;276;255;1;CICLOCALLES;1;0;Calle del Roble;ROBLE;131,27772423700
Calle de Carlos III;280;277;256;2;PEATONAL;0;0;Calle de Carlos III;CARLOS III;82,95900360620
Calle de Lepanto;281;278;257;1;CICLOCALLES;0;1;Calle de Lepanto;LEPANTO;66,26474903600
Calle de las Fuentes;282;279;258;1;CICLOCALLES;1;0;Calle de las Fuentes;FUENTES;167,26351304000
Calle de Ventura RodrÝguez;283;280;259;1;CICLOCALLES;1;0;Calle de Ventura RodrÝguez;VENTURA RODRIGUEZ;227,37269127200
Calle de Bernardo L¾pez GarcÝa;284;281;260;1;CICLOCALLES;1;0;Calle de Bernardo L¾pez GarcÝa;BERNARDO LOPEZ GARCIA;169,64638397400
TravesÝa del Conde Duque;285;282;261;1;CICLOCALLES;1;0;TravesÝa del Conde Duque;CONDE DUQUE;208,61806831600
Calle de Calamocha;286;283;263;1;CICLOCALLES;1;0;Calle de Calamocha;ALAMO;90,49374684090
Calle de Amaniel;287;284;263;1;CICLOCALLES;1;0;Calle de Amaniel;AMANIEL;501,97311744900
Calle de Luisa Fernanda;288;285;264;1;CICLOCALLES;-1;0;Calle de Luisa Fernanda;LUISA FERNANDA;82,49338360580
Calle de Tutor;289;286;264;1;CICLOCALLES;-1;0;Calle de Tutor;TUTOR;282,56142977800
Calle de Juan ?lvarez Mendizßbal;290;287;265;1;CICLOCALLES;-1;0;Calle de Juan ?lvarez Mendizßbal;JUAN ALVAREZ MENDIZABAL;579,98277974500
Plaza de Cristino Martos;291;288;266;1;CICLOCALLES;-1;0;Plaza de Cristino Martos;CRISTO MARTOS;32,55537777260
Calle del Duque de Liria;292;289;266;1;CICLOCALLES;-1;0;Calle del Duque de Liria;DUQUE DE LIRIA;208,18693524500
Calle de San Bernardino;293;290;266;1;CICLOCALLES;-1;0;Calle de San Bernardino;SAN BERNARDINO;270,03263236100
Calle de las Negras;294;291;267;1;CICLOCALLES;1;0;Calle de las Negras;NEGRAS;64,43739102670
Paseo del Rey;295;292;270;1;CICLOCALLES;0;1;Paseo del Rey;REY;302,01110882200
Calle de Evaristo San Miguel;296;293;271;1;CICLOCALLES;1;0;Calle de Evaristo San Miguel;EVARISTO SAN MIGUEL;360,39327002600
Glorieta de San Vicente;297;294;272;1;CICLOCALLES;0;1;Glorieta de San Vicente;SAN VICENTE;193,62883705200
Calle de MartÝn de los Heros;298;295;274;1;CICLOCALLES;-1;0;Calle de MartÝn de los Heros;MARTIN DE LOS HEROS;157,72384403700
Calle de Alberto Aguilera;299;296;276;2;PEATONAL;0;0;Calle de Alberto Aguilera;ALBERTO AGUILERA;152,99397227200
Calle de la Princesa;300;297;276;2;PEATONAL;0;0;Calle de la Princesa;PRINCESA;106,72192785400
Avenida de Portugal;301;298;280;1;CICLOCALLES;-1;0;Avenida de Portugal;PORTUGAL;49,26807989880
Calle de Saavedra Fajardo;302;299;280;1;CICLOCALLES;-1;0;Calle de Saavedra Fajardo;SAAVEDRA FAJARDO;280,78439092600
Plaza de Santo Domingo;303;300;283;1;CICLOCALLES;1;0;Plaza de Santo Domingo;SANTO DOMINGO;62,55914639670
Calle de Jacometrezo;304;301;284;1;CICLOCALLES;-1;0;Calle de Jacometrezo;JACOMETREZO;164,15716533900
Calle de Isabel la Cat¾lica;305;302;285;1;CICLOCALLES;1;0;Calle de Isabel la Cat¾lica;ISABEL LA CATOLICA;210,57682116300
Calle de Fuencarral;306;303;286;1;CICLOCALLES;1;0;Calle de Fuencarral;FUENCARRAL;982,41260616400
Calle del RÝo;307;304;287;1;CICLOCALLES;1;0;Calle del RÝo;RIO;108,48166973100
Calle de la Bola;308;305;288;1;CICLOCALLES;1;0;Calle de la Bola;BOLA;212,08864117500
Calle de Juan del Risco;309;306;289;1;CICLOCALLES;1;0;Calle de Juan del Risco;JUAN DEL RISCO;393,29187037200
Calle de la Bola;310;307;290;2;PEATONAL;-1;0;Calle de la Bola;BOLA;44,55708779150
Plaza de Santo Domingo;311;308;292;1;CICLOCALLES;0;1;Plaza de Santo Domingo;SANTO DOMINGO;73,08982292850
Calle de Guillermo Rolland;312;309;294;1;CICLOCALLES;1;0;Calle de Guillermo Rolland;GILLERMO ROLLAND;107,84454196300
Calle del Reloj;313;310;294;1;CICLOCALLES;1;0;Calle del Reloj;RELOJ;173,39365358400
Calle de Leganitos;314;311;295;1;CICLOCALLES;1;0;Calle de Leganitos;LEGANITOS;49,39585986690
Plaza de Espa±a;315;312;296;2;PEATONAL;0;0;Plaza de Espa±a;ESPAÐA;257,16180079500
Calle de Veneras;316;313;298;1;CICLOCALLES;1;0;Calle de Veneras;VENERAS;83,54779914460
Calle de la Palma;317;314;299;1;CICLOCALLES;1;0;Calle de la Palma;PALMA;701,82644934800
Calle de los Embajadores;318;315;303;1;CICLOCALLES;1;0;Calle de los Embajadores;EMBAJADORES;308,23353284400
Calle de Puerto Serrano;319;316;304;1;CICLOCALLES;-1;0;Calle de Puerto Serrano;PUERTO SERRANO;161,29957064100
Calle de la Vidauba;320;317;305;1;CICLOCALLES;0;1;Calle de la Vidauba;VIDAUBA;465,75234039800
Calle de Juan de Mariana;321;318;306;1;CICLOCALLES;1;0;Calle de Juan de Mariana;JUAN DE MARIANA;284,58162800700
Parque de Enruque Tierno Galvßn;322;319;307;2;PEATONAL;0;0;Parque de Enruque Tierno Galvßn;ENRIQUE TIERNO GALVAN;337,63745192100
Parque Lineal del Manzanares;323;320;308;2;PEATONAL;0;0;Parque Lineal del Manzanares;PARQUE LINEAL DEL MANZANARES;465,77188852900
Calle del Cristo de la Vega;324;321;309;1;CICLOCALLES;0;1;Calle del Cristo de la Vega;CRISTO DE LA VEGA;282,66091825800
Hospital Doce de Octubre;325;322;310;2;PEATONAL;0;0;Hospital Doce de Octubre;HOSPITAL DOCE DE OCTUBRE;149,29668361600
Calle de Porta Coeli;326;323;311;1;CICLOCALLES;-1;0;Calle de Porta Coeli;PORTA COELI;270,73641565400
Calle de Dolores Barranco;327;324;313;1;CICLOCALLES;1;0;Calle de Dolores Barranco;DOLORES BARRANCO;612,18653822700
Calle de los Evangelios;328;325;313;1;CICLOCALLES;1;0;Calle de los Evangelios;EVANGELIOS;81,84469525310
Manzanares;329;326;314;2;PEATONAL;0;0;Manzanares;MANZANARES;96,52512533790
Manzanares;330;327;315;2;PEATONAL;0;0;Manzanares;MANZANARES;81,42324294790
Manzanares;331;328;316;2;PEATONAL;0;0;Manzanares;MANZANARES;93,61981791150
Manzanares;332;329;318;2;PEATONAL;0;0;Manzanares;MANZANARES;232,93915846500
Calle del Maestro Arbos;333;330;319;2;PEATONAL;0;0;Calle del Maestro Arbos;MAESTRO ARBOS;35,82034908490
Calle del Pßrroco Eusebio Cuenca;334;331;320;1;CICLOCALLES;1;0;Calle del Pßrroco Eusebio Cuenca;PARROCO EUSEBIO CUENCA;624,28758117600
Calle de Bustamante;335;332;321;1;CICLOCALLES;1;0;Calle de Bustamante;BUSTAMANTE;252,33659281800
Calle de Eros;336;333;322;1;CICLOCALLES;1;0;Calle de Eros;EROS;499,41251171800
Calle de Meneses;337;334;323;1;CICLOCALLES;-1;0;Calle de Meneses;MENESES;393,28214199200
Calle de Amaltea;338;335;324;1;CICLOCALLES;0;1;Calle de Amaltea;AMALTEA;415,49660703900
Calle del MarquÚs de Cubas;340;337;327;1;CICLOCALLES;-1;0;Calle del MarquÚs de Cubas;MARQUES DE CUBAS;206,43573553000
Calle de la Montera;341;338;328;2;PEATONAL;0;0;Calle de la Montera;MONTERA;348,08676255400
Calle de Alcßntara;342;339;329;1;CICLOCALLES;-1;0;Calle de Alcßntara;ALCANTARA;752,49045014000
Calle de Fernßn Gonzßlez;344;340;329;1;CICLOCALLES;-1;0;Calle de Fernßn Gonzßlez;FERNAN GONZALEZ;1080,24108513000
Calle de Bßrbara de Braganza;345;341;331;1;CICLOCALLES;1;0;Calle de Bßrbara de Braganza;BARBARA DE BRAGANZA;51,01536202830
Calle de Villanueva;348;344;331;1;CICLOCALLES;1;0;Calle de Villanueva;VILLANUEVA;816,25544909200
Calle de Palos de la Frontera;354;350;335;1;CICLOCALLES;1;0;Calle de Palos de la Frontera;PALOS DE LA FRONTERA;347,84885855800
Plaza de las Cortes;355;351;337;2;PEATONAL;0;0;Plaza de las Cortes;CORTES;43,72070142480
Calle de Fernanflor;356;352;338;1;CICLOCALLES;-1;0;Calle de Fernanflor;FERNANFLOR;100,62533143300
Calle de Santa InÚs;357;353;339;1;CICLOCALLES;-1;0;Calle de Santa InÚs;SANTA INES;108,58364269900
Calle de Zorrilla;358;354;340;1;CICLOCALLES;1;0;Calle de Zorrilla;ZORRILLA;242,43578043000
Paseo de Santa MarÝa de la Cabeza;359;355;341;2;PEATONAL;0;0;Paseo de Santa MarÝa de la Cabeza;SANTA MARIA DE LA CABEZA;68,67302882120
Calle del Hospital;360;356;344;1;CICLOCALLES;1;0;Calle del Hospital;HOSPITAL;190,11634235100
Calle de Cervantes;361;357;347;1;CICLOCALLES;1;0;Calle de Cervantes;CERVANTES;354,14602233100
Calle del MarquÚs de Cubas;362;358;348;1;CICLOCALLES;1;0;Calle del MarquÚs de Cubas;MARQUES DE CUBAS;111,46836030400
Calle de Santa Isabel;364;360;350;1;CICLOCALLES;1;0;Calle de Santa Isabel;SANTA ISABEL;561,16116260800
Calle de Argumosa;365;361;351;1;CICLOCALLES;1;0;Calle de Argumosa;ARGUMOSA;391,13717586500
Calle del Doctor Fourquet;366;362;352;1;CICLOCALLES;1;0;Calle del Doctor Fourquet;DOCTOR FOURQUET;297,64368838800
Calle de Fray Luis de Le¾n;367;363;353;1;CICLOCALLES;1;0;Calle de Fray Luis de Le¾n;FRAY LUIS DE LEON;321,32825951300
Calle de Valencia;368;364;353;1;CICLOCALLES;1;0;Calle de Valencia;VALENCIA;225,79180781100
;371;650;735;2;PEATONAL;0;0;;;216,54651893400
Calle de VÝctor de la Serna;374;653;745;1;CICLOCALLES;1;0;Calle de VÝctor de la Serna;VICTOR DE LA SERNA;251,87980965500
Calle de Oruro;375;654;748;1;CICLOCALLES;1;0;Calle de Oruro;ORURO;195,65329237600
Calle del PrÝncipe de Vergara;376;655;749;2;PEATONAL;0;0;Calle del PrÝncipe de Vergara;PRINCIPE DE VERGARA;109,67394444400
Calle de Anastasia L¾pez;377;656;753;1;CICLOCALLES;1;0;Calle de Anastasia L¾pez;ANASTASIA LOPEZ;167,75970480700
Calle de Sinesio Delgado;378;657;754;1;CICLOCALLES;0;1;Calle de Sinesio Delgado;SINESIO DELGADO;150,08678375700
Calle del Arzobispo Morcillo;379;658;755;1;CICLOCALLES;0;1;Calle del Arzobispo Morcillo;ARZOBISPO MORCILLO;76,07520363650
Calle de Mauricio Legendre;380;659;756;2;PEATONAL;0;0;Calle de Mauricio Legendre;MAURICIO LEGENDRE;634,36836912800
Calle de la Isla de Chipre;381;660;757;2;PEATONAL;0;0;Calle de la Isla de Chipre;ISLA DE CHIPRE;59,43392985460
Calle de Mauricio Legendre;382;661;758;2;PEATONAL;0;0;Calle de Mauricio Legendre;MAURICIO LEGENDRE;683,69159071100
Calle de Mauricio Legendre;383;662;759;1;CICLOCALLES;0;1;Calle de Mauricio Legendre;MAURICIO LEGENDRE;1264,07781293000
Calle de Labastida;384;663;760;1;CICLOCALLES;1;0;Calle de Labastida;LABASTIDA;332,33525405500
Calle de la Divina Pastora;385;664;761;1;CICLOCALLES;0;1;Calle de la Divina Pastora;DIVINA PASTORA;118,82346734400
Calle de Daniel Vßzquez DÝaz;386;665;762;1;CICLOCALLES;-1;0;Calle de Daniel Vßzquez DÝaz;DANIEL VAZQUEZ DIAZ;195,03752674700
Avenida de Monforte de Lemos;387;666;762;1;CICLOCALLES;-1;0;Avenida de Monforte de Lemos;MONFORTE DE LEMOS;159,57694252300
Calle de Manuel Tovar;388;667;763;1;CICLOCALLES;1;0;Calle de Manuel Tovar;MANUEL TOVAR;413,99514877600
